fighter_name,Height,Weight,Reach,Stance,DOB,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg
Nicco Montano,"5' 5""",135 lbs.,"65""",Southpaw,16-Dec-88,6,0,4,1,2,1,1,0
Erick Montano,"6' 0""",170 lbs.,"73""",Orthodox,19-Nov-85,3,0,2,1,2,0,1,0
Alberto Montes,"5' 7""",135 lbs.,,,31-May-94,0,0,0,0,0,0,0,0
Augusto Montano,"6' 1""",170 lbs.,"73""",Orthodox,25-Oct-84,3,0,3,1,0,0,1,0
James Moontasri,"5' 10""",170 lbs.,"71""",Switch,10-Apr-88,2,0,4,0,0,0,1,0
Homer Moore,"5' 10""",205 lbs.,,Orthodox,27-Nov-71,1,1,1,0,5,1,0,0
Steve Montgomery,"6' 4""",185 lbs.,,Southpaw,19-Dec-90,5,0,4,0,0,0,1,0
Todd Moore,"5' 9""",170 lbs.,"71""",Southpaw,30-Dec-83,2,0,2,1,1,0,1,0
Nate Moore,"6' 0""",170 lbs.,,,,2,0,3,0,1,0,0,0
Dustin Moore,"5' 4""",125 lbs.,,,,0,0,0,0,0,0,0,0
Taylor Moore,"5' 10""",135 lbs.,"70""",Southpaw,16-Oct-93,0,1,2,0,0,0,0,0
Sergio Moraes,"6' 0""",170 lbs.,"72""",Orthodox,23-Jul-82,2,0,4,1,1,0,1,0
Ricardo Morais,"6' 8""",270 lbs.,,Orthodox,26-Feb-67,3,0,2,1,0,0,0,0
Marlon Moraes,"5' 6""",135 lbs.,"67""",Orthodox,26-Apr-88,3,0,4,1,1,0,1,0
Sheymon Moraes,"5' 8""",145 lbs.,"72""",Orthodox,11-Oct-90,3,0,4,1,0,0,1,0
John Moraga,"5' 6""",125 lbs.,"66""",Orthodox,20-Mar-84,3,0,3,1,1,0,0,1
Leonardo Morales,"5' 8""",135 lbs.,,Southpaw,22-Dec-92,2,0,2,1,0,0,1,0
Vince Morales,"5' 7""",145 lbs.,"70""",Orthodox,12-Nov-90,4,0,4,1,0,0,1,0
Joseph Morales,"5' 6""",125 lbs.,"69""",Switch,22-Aug-94,2,0,2,1,1,1,0,3
Albert Morales,"5' 9""",135 lbs.,"72""",Orthodox,25-May-91,4,0,4,1,1,0,1,0
Omar Morales,"5' 11""",145 lbs.,"73""",Orthodox,17-Oct-85,3,0,3,1,0,1,1,0
Joe Moreira,"5' 11""",195 lbs.,,Southpaw,,0,0,0,0,0,0,0,0
Christian Morecraft,"6' 6""",260 lbs.,"81""",Orthodox,8-Sep-86,3,0,2,0,3,1,1,2
Sarah Moras,"5' 7""",135 lbs.,"67""",Orthodox,30-Apr-88,2,0,4,1,1,0,0,1
Richardson Moreira,"6' 2""",185 lbs.,,Orthodox,31-Mar-84,1,0,2,1,0,0,1,0
Gisele Moreira,"5' 6""",135 lbs.,,Orthodox,14-Jan-81,6,0,6,0,4,1,0,0
Jesse Moreng,"5' 7""",145 lbs.,,Orthodox,9-Nov-79,1,0,2,0,6,1,1,0
Vinicius Moreira,"6' 4""",205 lbs.,"76""",Orthodox,28-Feb-89,3,1,5,0,2,0,0,1
Brandon Moreno,"5' 7""",125 lbs.,"70""",Orthodox,7-Dec-93,3,0,3,1,2,0,1,1
Mike Moreno,"6' 0""",185 lbs.,,,,1,1,1,1,0,0,0,0
Dan Moret,"6' 0""",155 lbs.,"73""",Southpaw,21-Nov-86,3,0,4,0,1,0,0,0
Sammy Morgan,"5' 10""",170 lbs.,,Orthodox,28-Sep-81,1,0,4,0,1,0,0,1
Peggy Morgan,"6' 1""",135 lbs.,,,16-Dec-79,2,0,8,0,0,0,1,0
Alex Morono,"5' 11""",170 lbs.,"72""",Orthodox,16-Aug-90,5,0,4,1,0,0,0,0
Maryna Moroz,"5' 7""",125 lbs.,"67""",Orthodox,8-Sep-91,4,0,4,1,1,0,0,0
Sergey Morozov,"5' 6""",135 lbs.,,Orthodox,14-Jun-89,1,0,3,0,0,0,1,0
Brad Morris,"6' 2""",205 lbs.,,Orthodox,1-Nov-79,1,1,7,0,0,0,0,0
Scott Morris,"5' 10""",210 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Anthony Morrison,"5' 7""",145 lbs.,,Orthodox,29-Mar-84,2,0,0,1,0,0,1,0
Jack Morrison,"5' 11""",205 lbs.,,,,0,0,19,0,0,0,0,0
Harry Moskowitz,"6' 5""",275 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Nikolas Motta,"5' 9""",155 lbs.,"70""",Orthodox,8-Feb-93,3,0,4,1,0,0,1,0
Juan Mott,"6' 0""",190 lbs.,,Switch,,0,0,0,0,0,0,0,0
Flavio Luiz Moura,"5' 11""",183 lbs.,,Open Stance,,1,0,0,0,0,0,0,0
Kin Moy,"5' 5""",135 lbs.,,,,2,0,2,1,2,0,1,2
Jamie Moyle,"5' 1""",115 lbs.,"65""",Orthodox,17-Mar-89,5,1,4,1,1,0,1,0
Gegard Mousasi,"6' 2""",185 lbs.,"76""",Orthodox,1-Aug-85,4,1,1,1,2,1,1,1
Su Mudaerji,"5' 8""",125 lbs.,"72""",Southpaw,20-Jan-96,4,1,2,1,0,1,1,1
Garrett Mueller,"5' 9""",135 lbs.,,,29-Jan-89,0,0,0,0,0,0,0,0
Lauren Mueller,"5' 5""",125 lbs.,"67""",Orthodox,15-Nov-91,4,0,4,1,1,1,1,0
Belal Muhammad,"5' 11""",170 lbs.,"72""",Orthodox,9-Jul-88,5,0,4,1,2,0,1,0
Fazlo Mulabitinovic,,135 lbs.,,,,1,0,0,1,0,0,0,8
James Mulheron,"5' 10""",243 lbs.,"73""",Orthodox,20-Feb-88,2,0,3,0,0,0,0,0
Quinn Mulhern,"6' 3""",155 lbs.,,Orthodox,20-Sep-84,1,0,2,1,1,0,0,0
Jamie Mullarkey,"6' 0""",155 lbs.,"74""",Orthodox,17-Aug-94,2,0,5,0,4,0,1,1
Jim Mullen,"6' 1""",215 lbs.,,Southpaw,,0,0,0,0,0,0,0,0
Pedro Munhoz,"5' 6""",135 lbs.,"65""",Orthodox,7-Sep-86,6,0,6,1,1,0,1,1
Andre Muniz,"6' 1""",185 lbs.,"78""",Southpaw,17-Feb-90,2,1,2,0,3,0,0,2
Alexander Munoz,"5' 9""",155 lbs.,"72""",Switch,27-Feb-90,3,0,5,1,3,0,0,0
Mark Munoz,"6' 0""",185 lbs.,"71""",Orthodox,9-Feb-78,3,1,2,1,3,0,1,1
Andy Murad,"5' 9""",185 lbs.,,,,3,1,3,0,1,0,0,0
Johnny Munoz,"5' 9""",145 lbs.,"71""",Orthodox,16-Feb-93,3,1,1,1,2,0,0,1
Kazunari Murakami,"6' 1""",220 lbs.,,Orthodox,29-Nov-73,0,0,0,0,0,0,0,0
Makhmud Muradov,"6' 2""",185 lbs.,"75""",Orthodox,8-Feb-90,5,0,3,1,0,0,1,0
Kanako Murata,"5' 1""",115 lbs.,"62""",Orthodox,10-Aug-93,2,1,2,1,4,0,0,2
Ryuichi Murata,"5' 8""",183 lbs.,,Orthodox,,1,0,2,1,5,1,1,3
Vince Murdock,"5' 6""",145 lbs.,"64""",Orthodox,21-Mar-91,1,0,7,0,0,0,0,0
Tom Murphy,"6' 2""",227 lbs.,,Southpaw,19-Nov-74,3,1,0,1,8,1,0,3
Ian Murphy,"6' 1""",185 lbs.,,Orthodox,14-Jun-85,0,0,2,0,4,1,0,0
Jon Murphy,"6' 3""",260 lbs.,,Orthodox,9-Aug-77,4,1,9,0,0,0,0,0
Lauren Murphy,"5' 5""",125 lbs.,"67""",Orthodox,27-Jul-83,4,0,4,1,1,0,1,0
Patrick Murphy,"6' 0""",170 lbs.,,,,3,1,1,0,0,0,1,1
Lerone Murphy,"5' 9""",145 lbs.,"73""",Orthodox,22-Jul-91,3,0,2,1,1,0,0,1
Lee Murray,"6' 3""",185 lbs.,,Orthodox,12-Sep-77,0,0,3,0,1,1,0,2
Azamat Murzakanov,"5' 11""",205 lbs.,,,,0,0,0,0,0,0,0,0
Khalid Murtazaliev,"6' 0""",185 lbs.,"76""",Orthodox,15-Jul-93,5,1,0,1,8,1,0,0
Nicholas Musoke,"6' 0""",170 lbs.,"75""",Orthodox,5-Apr-86,4,0,4,1,1,0,1,0
Andre Mussi,"6' 3""",242 lbs.,,Orthodox,,0,0,11,0,0,0,0,0
Max Mustaki,"6' 0""",155 lbs.,,Orthodox,7-Nov-87,8,1,13,0,0,0,0,0
Magomed Mustafaev,"5' 8""",155 lbs.,"71""",Orthodox,2-Aug-88,3,1,3,0,3,1,0,0
Fiona Muxlow,"5' 4""",145 lbs.,,,13-May-77,1,0,5,0,0,0,0,0
Elvis Mutapcic,"6' 0""",185 lbs.,"72""",Orthodox,19-Jul-86,3,0,4,0,0,0,1,0
Ho Bae Myeon,"5' 11""",168 lbs.,,Orthodox,,3,0,3,1,0,0,0,0
Na Liang,,115 lbs.,,,27-Jul-96,0,0,0,0,0,0,0,0
Katsuhiko Nagata,"5' 7""",154 lbs.,,Southpaw,31-Oct-73,1,0,2,1,1,0,0,0
Yuji Nagata,"6' 0""",225 lbs.,,Orthodox,24-Apr-68,1,0,14,0,0,0,0,0
Logan Nail,,185 lbs.,,,20-Jun-89,2,1,2,0,0,0,0,0
Greg Nagy,"6' 1""",210 lbs.,,Orthodox,18-Oct-83,0,1,3,0,0,0,0,1
Yukiya Naito,"6' 1""",205 lbs.,,Orthodox,,2,0,5,1,0,0,0,0
Muhammad Naimov,"5' 9""",145 lbs.,"70""",Orthodox,7-Aug-94,3,0,6,0,0,0,0,0
Andrews Nakahara,"6' 1""",185 lbs.,,Orthodox,12-Mar-83,3,0,2,1,0,0,1,0
Rin Nakai,"5' 1""",135 lbs.,,Orthodox,22-Oct-86,2,0,4,1,3,0,1,1
Keita Nakamura,"5' 11""",170 lbs.,"73""",Southpaw,22-May-84,2,0,3,1,2,0,1,0
Yusaku Nakamura,"5' 5""",145 lbs.,,,21-Jun-86,2,0,4,1,0,0,1,0
Kazuhiro Nakamura,"5' 11""",205 lbs.,"70""",Orthodox,16-Jul-79,2,0,2,1,2,0,0,1
Daisuke Nakamura,"5' 7""",154 lbs.,,Orthodox,10-Jun-80,1,0,1,1,0,0,0,4
Yoshihiro Nakao,"6' 0""",220 lbs.,,Southpaw,25-Jun-72,2,0,2,1,3,0,0,1
Tyson Nam,"5' 7""",125 lbs.,"68""",Orthodox,6-Oct-83,4,0,6,1,0,0,1,0
Jutaro Nakao,"5' 9""",170 lbs.,,Southpaw,30-Nov-70,1,0,1,0,0,1,1,0
Yui Chul Nam,"5' 9""",145 lbs.,,Orthodox,16-Jul-81,4,1,2,0,1,0,1,0
Roger Narvaez,"6' 3""",185 lbs.,,Southpaw,9-Sep-83,2,0,3,1,0,0,1,1
Yasuhito Namekawa,"5' 9""",205 lbs.,,Orthodox,27-Oct-74,0,1,4,0,2,0,0,4
Rose Namajunas,"5' 5""",115 lbs.,"65""",Orthodox,29-Jun-92,4,0,4,1,2,1,1,1
Nad Narimani,"5' 8""",145 lbs.,"70""",Orthodox,14-Apr-87,3,0,3,1,2,0,1,0
Allan Nascimento,"5' 9""",125 lbs.,,Orthodox,11-Sep-91,7,1,5,0,1,0,0,0
Fabio Nascimento,"5' 10""",185 lbs.,,Orthodox,,3,0,5,1,0,0,1,1
Bobby Nash,"6' 0""",170 lbs.,"74""",Orthodox,26-Mar-90,3,0,4,1,2,0,1,2
Rodrigo Nascimento,"6' 2""",246 lbs.,"80""",Orthodox,26-Nov-92,4,1,4,0,3,1,1,3
Reza Nasri,"5' 11""",205 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Pawel Nastula,"6' 0""",230 lbs.,,Southpaw,26-Jun-70,1,0,2,1,3,1,0,2
Rafael Natal,"6' 0""",185 lbs.,"77""",Orthodox,25-Dec-82,3,0,2,1,3,0,1,1
Kevin Natividad,"5' 6""",145 lbs.,"70""",Orthodox,2-Apr-93,3,0,4,1,0,0,1,0
Danny Navarro,"5' 10""",155 lbs.,,,27-May-83,4,0,5,1,2,0,1,0
Ismail Naurdiev,"5' 10""",170 lbs.,"74""",Orthodox,18-Aug-96,3,1,1,1,1,1,1,0
Marcio Navarro,"6' 0""",155 lbs.,,,17-Sep-78,0,0,0,0,0,0,0,0
Tafon Nchukwi,"6' 0""",205 lbs.,"77""",Orthodox,14-Oct-94,8,1,4,1,0,0,1,0
Josh Neal,"6' 0""",185 lbs.,,,,0,0,0,0,0,0,0,0
Joe Neal,"5' 6""",135 lbs.,,,29-Jul-86,2,0,4,1,0,0,0,0
Dustin Neace,"5' 9""",145 lbs.,,,12-Sep-86,2,0,3,1,0,0,0,2
Geoff Neal,"5' 11""",170 lbs.,"75""",Southpaw,28-Aug-90,5,0,5,1,1,1,1,0
Nicolae Negumereanu,"6' 0""",205 lbs.,"78""",Orthodox,4-Sep-94,1,0,5,0,0,0,0,0
Stanislav Nedkov,"5' 11""",205 lbs.,"71""",Orthodox,9-Dec-81,3,0,5,0,3,0,0,0
Steve Nelmark,"6' 0""",240 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Josh Neer,"5' 11""",170 lbs.,"72""",Orthodox,24-Mar-83,3,0,4,1,1,0,0,1
Shane Nelson,"5' 9""",155 lbs.,"70""",Southpaw,29-Nov-84,1,0,3,1,1,0,1,2
Kyle Nelson,"5' 11""",155 lbs.,"71""",Switch,20-Apr-91,4,0,7,0,1,0,1,2
Gunnar Nelson,"5' 11""",170 lbs.,"72""",Switch,28-Jul-88,2,1,3,0,2,1,1,1
Roy Nelson,"6' 0""",263 lbs.,"73""",Orthodox,20-Jun-76,2,0,5,0,1,0,1,0
Lissette Neri,"5' 2""",145 lbs.,,,5-Aug-87,0,0,0,0,0,0,0,0
Julio Cesar Neves Jr.,"5' 8""",145 lbs.,,,25-Apr-94,2,0,5,1,1,0,1,0
Mario Neto,"6' 0""",229 lbs.,,Orthodox,,2,1,2,1,3,1,0,0
Antonio Braga Neto,"6' 3""",185 lbs.,"77""",Orthodox,29-Oct-87,1,0,4,0,3,0,0,1
Nick Newell,"5' 10""",155 lbs.,,Southpaw,17-Mar-86,4,0,4,0,0,0,0,0
Journey Newson,"5' 5""",135 lbs.,"67""",Orthodox,7-Mar-89,3,0,3,1,0,0,0,1
Jeff Newton,"6' 2""",205 lbs.,,Sideways,11-Dec-66,0,0,1,1,0,0,0,9
Emanuel Newton,"6' 1""",205 lbs.,,,2-Jan-84,2,0,1,1,2,1,0,0
Francis Ngannou,"6' 4""",250 lbs.,"83""",Orthodox,5-Sep-86,2,0,2,0,0,0,1,1
Carlos Newton,"5' 9""",170 lbs.,,Orthodox,17-Aug-76,1,0,2,0,2,1,0,1
Ben Nguyen,"5' 5""",125 lbs.,"65""",Switch,3-Aug-88,4,0,3,1,0,0,1,1
Alex Nicholson,"6' 4""",185 lbs.,"77""",Orthodox,2-May-90,4,0,5,0,0,0,1,1
Mike Nickels,"6' 4""",205 lbs.,,Orthodox,13-Dec-71,4,1,1,1,11,1,0,3
Steven Nguyen,"5' 11""",145 lbs.,,Switch,19-May-93,6,0,9,1,0,0,1,0
Matheus Nicolau,"5' 6""",125 lbs.,"66""",Orthodox,6-Jan-93,4,1,3,1,2,0,1,1
Jaimelene Nievera,"5' 5""",125 lbs.,,Orthodox,28-Oct-84,2,1,9,0,2,0,0,0
Tom Niinimaki,"5' 9""",145 lbs.,"69""",Orthodox,25-Jul-82,2,1,2,1,3,0,0,1
Khomkrit Niimi,"5' 2""",125 lbs.,,,,0,0,6,0,0,0,0,0
Ramsey Nijem,"5' 11""",155 lbs.,"75""",Orthodox,1-Apr-88,3,0,2,1,5,1,1,1
Hans Nijman,"6' 0""",250 lbs.,,Switch,23-Oct-59,0,0,0,0,0,0,0,0
Jack Nilson,,,,,,0,0,0,0,0,0,0,0
Mats Nilsson,"6' 1""",170 lbs.,,Orthodox,5-Dec-83,3,0,6,1,4,1,0,2
Guangyou Ning,"5' 4""",145 lbs.,"64""",Southpaw,15-Dec-81,3,0,2,1,1,1,1,0
Soichi Nishida,"5' 11""",320 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Yosuke Nishijima,"5' 9""",205 lbs.,,Orthodox,15-May-73,2,0,6,1,0,0,0,0
Akiyo Nishiura,"5' 8""",139 lbs.,,Southpaw,8-Aug-83,2,1,1,1,0,0,1,0
Chidi Njokuani,"6' 3""",170 lbs.,,,31-Dec-88,2,1,2,0,0,0,1,0
Kyle Noblitt,"6' 2""",243 lbs.,,,26-Dec-89,0,0,0,0,0,0,0,0
Anthony Njokuani,"6' 1""",155 lbs.,"75""",Orthodox,1-Mar-80,4,0,2,1,1,0,1,0
Derrick Noble,"5' 9""",170 lbs.,,Southpaw,14-Aug-78,6,0,4,1,0,0,0,0
Jacob Noe,,205 lbs.,,,,0,0,0,0,0,0,0,0
Pedro Nobre,"5' 5""",135 lbs.,,,13-Feb-86,1,0,9,0,0,0,0,0
Antonio Rodrigo Nogueira,"6' 3""",240 lbs.,"77""",Orthodox,2-Jun-76,2,0,2,1,1,0,0,2
Rogerio Nogueira,"6' 2""",205 lbs.,"75""",Southpaw,2-Jun-76,2,0,2,1,1,0,1,1
Alexandre Franca Nogueira,"5' 7""",145 lbs.,,Orthodox,15-Jan-78,1,0,4,1,0,0,0,0
Talita Nogueira,"5' 10""",145 lbs.,,,13-Oct-85,0,0,0,0,0,0,0,0
Kyle Noke,"6' 1""",170 lbs.,"76""",Southpaw,18-Mar-80,3,1,2,1,2,1,1,1
KJ Noons,"5' 10""",155 lbs.,"70""",Orthodox,7-Dec-82,4,0,4,1,0,0,1,0
Sage Northcutt,"6' 0""",170 lbs.,"71""",Orthodox,1-Mar-96,4,1,2,1,2,0,0,1
Scott Norton,"5' 10""",170 lbs.,,Orthodox,15-Mar-73,1,0,0,1,3,0,0,0
Jan Nortje,"6' 1""",310 lbs.,,Southpaw,11-Apr-75,3,1,5,0,0,0,1,3
Jason Novelli,"6' 0""",155 lbs.,,Orthodox,8-Jun-79,2,0,4,1,1,0,1,0
Amanda Nunes,"5' 8""",145 lbs.,"69""",Orthodox,30-May-88,5,1,2,1,3,1,1,1
Phillipe Nover,"5' 9""",145 lbs.,"72""",Orthodox,3-Feb-84,2,0,2,1,1,0,0,1
Diego Nunes,"5' 6""",145 lbs.,"67""",Orthodox,30-Nov-82,3,0,3,1,1,0,1,1
Josiane Nunes,,135 lbs.,,,23-Dec-93,0,0,0,0,0,0,0,0
Istela Nunes,"5' 4""",115 lbs.,,,23-Jul-92,0,0,0,0,0,0,0,0
Khabib Nurmagomedov,"5' 10""",155 lbs.,"70""",Orthodox,20-Sep-88,4,0,2,1,5,0,1,1
Nick Nolte,"6' 0""",170 lbs.,,,,0,0,0,0,0,0,0,0
Said Nurmagomedov,"5' 8""",135 lbs.,"70""",Orthodox,5-Apr-92,5,0,2,1,0,0,1,0
Abubakar Nurmagomedov,"5' 11""",170 lbs.,"72""",Orthodox,13-Nov-89,1,0,1,1,5,1,0,0
Jonatas Novaes,"5' 11""",170 lbs.,,,2-Mar-81,0,0,0,0,0,0,0,0
Umar Nurmagomedov,"5' 8""",135 lbs.,,Orthodox,1-Mar-96,3,1,1,1,9,0,0,2
Kennedy Nzechukwu,"6' 5""",205 lbs.,"83""",Southpaw,13-Jun-92,5,0,6,0,0,0,1,0
Jake O'Brien,"6' 3""",205 lbs.,"76""",Orthodox,25-Sep-84,1,0,2,1,6,1,0,0
TJ O'Brien,"6' 2""",155 lbs.,,Orthodox,1-Jan-87,4,0,5,1,1,1,0,0
Sean O'Connell,"6' 1""",205 lbs.,"74""",Orthodox,2-Sep-83,5,0,7,0,0,0,0,1
Dan O'Connor,"5' 4""",115 lbs.,,,17-Nov-82,4,1,5,1,0,0,1,0
Sean O'Haire,"6' 5""",270 lbs.,,Orthodox,25-Feb-71,8,1,23,0,0,0,0,0
Jeremiah O'Neal,"5' 8""",260 lbs.,,,25-Oct-77,1,0,8,0,0,0,0,0
Sean O'Malley,"5' 11""",135 lbs.,"72""",Switch,24-Oct-94,6,1,4,1,1,1,1,1
Chuck O'Neil,"6' 2""",170 lbs.,,,22-Sep-85,3,0,4,1,0,0,0,0
Casey O'Neill,"5' 6""",125 lbs.,"69""",,7-Oct-97,6,1,2,0,7,1,0,2
Takahiro Oba,"5' 8""",200 lbs.,,Southpaw,,0,0,2,1,0,0,0,0
Brendan O'Reilly,"5' 7""",170 lbs.,"69""",Orthodox,24-Jun-87,2,0,3,0,2,0,0,1
Nobuhiro Obiya,"5' 8""",145 lbs.,,Orthodox,15-Jan-81,1,0,3,1,1,1,0,1
Christian Ocon,"5' 8""",135 lbs.,"69""",Orthodox,5-Feb-96,2,1,5,0,0,0,1,0
Richard Odoms,"6' 5""",265 lbs.,,Orthodox,8-May-75,0,0,0,0,0,0,0,0
Naoya Ogawa,"6' 4""",255 lbs.,,Orthodox,31-Mar-68,2,0,2,0,1,1,1,1
Volkan Oezdemir,"6' 2""",205 lbs.,"75""",Orthodox,19-Sep-89,5,0,4,1,0,0,1,0
Koji Oishi,"5' 8""",170 lbs.,,Orthodox,31-May-77,1,0,18,0,0,0,0,0
Michiyoshi Ohara,"5' 10""",205 lbs.,,Orthodox,,0,0,3,0,0,0,0,0
Andy Ogle,"5' 8""",145 lbs.,"69""",Orthodox,16-Feb-89,2,0,2,1,1,0,1,0
Takayuki Okada,"6' 1""",290 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Yushin Okami,"6' 2""",170 lbs.,"75""",Southpaw,21-Jul-81,2,0,2,1,2,0,1,1
JJ Okanovich,"5' 11""",155 lbs.,"76""",Orthodox,4-Nov-90,7,1,5,1,0,0,1,0
Kazuki Okubo,"5' 11""",175 lbs.,,Orthodox,,2,0,2,0,1,0,0,2
Masakatsu Okuda,,,,,,0,0,4,0,0,0,0,4
Michal Oleksiejczuk,"6' 0""",205 lbs.,"74""",Southpaw,22-Feb-95,5,1,3,1,1,1,0,0
Aleksei Oleinik,"6' 2""",240 lbs.,"80""",Orthodox,20-Jun-77,3,1,4,0,2,0,0,2
Rafaello Oliveira,"5' 8""",155 lbs.,"71""",Orthodox,26-Jan-82,2,0,3,1,2,0,0,2
Charles Oliveira,"5' 10""",155 lbs.,"74""",Orthodox,17-Oct-89,3,1,3,1,3,0,1,3
Ednaldo Oliveira,"6' 5""",205 lbs.,,Orthodox,19-Feb-84,1,0,2,1,0,0,0,0
Jorge Oliveira,"6' 1""",205 lbs.,,,,0,0,0,0,0,0,0,0
Bruno Oliveira,"6' 4""",205 lbs.,"80""",Orthodox,2-May-84,3,0,5,1,0,0,0,0
Wendell Oliveira Marques,"5' 10""",170 lbs.,,Orthodox,1-Jun-83,4,0,4,0,0,0,1,0
Alex Oliveira,"5' 11""",170 lbs.,"76""",Orthodox,21-Feb-88,3,1,2,0,2,0,1,1
Andy Ologun,"6' 0""",154 lbs.,,Orthodox,12-Jun-83,2,1,0,1,1,1,1,0
Felipe Olivieri,"5' 9""",155 lbs.,,Orthodox,12-Apr-85,7,1,5,1,0,0,1,0
Dennis Olson,"6' 0""",170 lbs.,,,,1,0,5,0,3,0,0,0
Shana Olsen,"5' 7""",145 lbs.,,,17-Dec-80,0,0,0,0,0,0,0,0
Casey Olson,"5' 7""",145 lbs.,,Orthodox,,2,1,0,1,4,1,1,2
Cameron Olson,"6' 1""",205 lbs.,"75""",Orthodox,22-Nov-89,3,0,2,1,3,0,1,1
Daniel Omielanczuk,"6' 0""",247 lbs.,"74""",Southpaw,31-Aug-82,3,1,3,0,1,0,1,0
Michihiro Omigawa,"5' 6""",145 lbs.,"68""",Orthodox,19-Dec-75,2,0,3,1,1,0,0,2
Alan Omer,"5' 10""",145 lbs.,,Orthodox,14-Sep-88,3,1,2,1,2,0,1,0
Chibwikem Onyenegecha,"6' 3""",185 lbs.,,Orthodox,18-Apr-94,6,1,3,1,0,0,1,0
Charlie Ontiveros,"6' 2""",185 lbs.,"78""",Switch,4-Jul-91,0,0,4,0,0,0,0,0
Sam Oropeza,"6' 2""",170 lbs.,,,,8,1,1,1,4,0,1,0
Brian Ortega,"5' 8""",145 lbs.,"69""",Switch,21-Feb-91,4,0,6,1,1,0,1,1
Tito Ortiz,"6' 3""",205 lbs.,"74""",Orthodox,23-Jan-75,3,0,3,1,2,0,1,1
Jorge Ortiz,"6' 0""",185 lbs.,,Orthodox,,4,1,3,1,0,0,0,0
Ode Osbourne,"5' 7""",145 lbs.,"73""",Southpaw,9-Jan-92,4,1,3,0,2,1,1,2
Kurt Osiander,,185 lbs.,,,,0,0,0,0,0,0,0,0
Kenji Osawa,"5' 7""",135 lbs.,"66""",Orthodox,4-Nov-76,2,0,2,1,1,1,1,1
Nick Osipczak,"6' 2""",170 lbs.,"76""",Orthodox,30-Dec-84,3,1,4,1,1,0,1,1
Dustin Ortiz,"5' 5""",125 lbs.,"65""",Orthodox,25-Dec-88,3,0,2,1,3,0,1,0
Nissen Osterneck,"6' 2""",185 lbs.,,Orthodox,1-May-81,3,1,3,0,1,0,0,1
Rachael Ostovich,"5' 3""",125 lbs.,"62""",Orthodox,25-Feb-91,3,0,4,1,2,1,1,1
Artur Oumakhanov,"5' 7""",154 lbs.,,Orthodox,27-Feb-79,1,0,2,1,3,1,0,0
Zak Ottow,"5' 11""",170 lbs.,"72""",Orthodox,22-Dec-86,3,0,3,1,1,0,1,0
Alexander Otsuka,"6' 1""",205 lbs.,,Orthodox,17-Jul-71,1,1,1,1,2,0,1,1
Pedro Otavio,"6' 3""",245 lbs.,,Orthodox,,0,0,0,0,0,0,0,0
Takafumi Otsuka,"5' 6""",139 lbs.,,Orthodox,,1,0,2,1,2,0,1,0
Sidney Outlaw,"5' 8""",170 lbs.,"74""",Orthodox,11-Apr-92,0,0,1,1,3,1,0,3
Valentijn Overeem,"6' 3""",230 lbs.,,Orthodox,17-Aug-76,1,0,1,1,2,1,0,5
Alistair Overeem,"6' 4""",265 lbs.,"80""",Orthodox,17-May-80,4,1,2,1,1,1,1,1
Craig Oxley,"5' 9""",155 lbs.,,,14-Feb-73,0,0,0,0,0,0,0,0
Raquel Pa'aluhi,"5' 7""",135 lbs.,,,,2,1,3,0,0,0,0,0
Shungo Oyama,"5' 11""",185 lbs.,,Southpaw,11-Apr-74,1,0,2,1,1,1,1,1
Alptekin Ozkilic,"5' 5""",125 lbs.,"65""",Orthodox,27-Mar-86,4,0,6,1,4,1,1,0
Larissa Pacheco,"5' 7""",135 lbs.,,Orthodox,7-Sep-94,1,0,4,1,0,0,0,0
Nick Pace,"5' 7""",135 lbs.,"68""",Orthodox,17-Apr-87,1,0,3,1,3,0,1,1
George Pacurariu,"5' 7""",135 lbs.,,,28-Jul-84,5,1,3,1,5,1,1,5
Teemu Packalen,"6' 1""",155 lbs.,"75""",Orthodox,22-May-87,3,1,4,0,2,0,1,2
Michael Page,"6' 2""",170 lbs.,,,7-Apr-87,5,1,0,1,3,1,1,0
Cyrillo Padilha,"5' 11""",155 lbs.,,,23-Jan-78,0,0,0,0,0,0,0,0
Gary Padilla,"5' 11""",205 lbs.,,,4-May-80,2,0,2,1,0,0,1,0
Damacio Page,"5' 6""",135 lbs.,"66""",Orthodox,30-Sep-82,2,0,2,1,3,1,0,1
Josh Paiva,"5' 6""",125 lbs.,,,5-Apr-91,0,0,0,0,0,0,0,0
Dustin Pague,"5' 9""",135 lbs.,"74""",Orthodox,5-Aug-87,2,1,3,0,1,0,1,3
Dinis Paiva Jr.,"5' 9""",145 lbs.,"71""",Southpaw,26-May-88,3,0,3,1,0,0,1,0
Raulian Paiva,"5' 8""",125 lbs.,"69""",Orthodox,17-Oct-95,4,0,5,1,0,0,1,0
Jose Palacios,"5' 9""",145 lbs.,,Orthodox,,3,1,1,1,0,0,1,2
